snapshot_id,department_id,department_name,branch_id,snapshot_datetime,occupied_beds,total_beds,occupancy_rate
844,16,Pediatrics,3,2025-09-16 08:00:00,6,21,28.57
845,17,Emergency,3,2025-09-16 08:00:00,0,45,0.0
846,18,General Medicine,3,2025-09-16 08:00:00,3,45,6.67
847,1,Cardiology,1,2025-09-17 08:00:00,10,37,27.03
848,2,Oncology,1,2025-09-17 08:00:00,9,20,45.0
849,3,Orthopedics,1,2025-09-17 08:00:00,4,37,10.81
850,4,Pediatrics,1,2025-09-17 08:00:00,3,30,10.0
851,5,Emergency,1,2025-09-17 08:00:00,3,62,4.84
852,6,General Medicine,1,2025-09-17 08:00:00,3,62,4.84
853,7,Cardiology,2,2025-09-17 08:00:00,2,30,6.67
854,8,Oncology,2,2025-09-17 08:00:00,12,16,75.0
855,9,Orthopedics,2,2025-09-17 08:00:00,2,30,6.67
856,10,Pediatrics,2,2025-09-17 08:00:00,3,24,12.5
857,11,Emergency,2,2025-09-17 08:00:00,0,50,0.0
858,12,General Medicine,2,2025-09-17 08:00:00,4,50,8.0
859,13,Cardiology,3,2025-09-17 08:00:00,6,27,22.22
860,14,Oncology,3,2025-09-17 08:00:00,7,14,50.0
861,15,Orthopedics,3,2025-09-17 08:00:00,3,27,11.11
862,16,Pediatrics,3,2025-09-17 08:00:00,3,21,14.29
863,17,Emergency,3,2025-09-17 08:00:00,1,45,2.22
864,18,General Medicine,3,2025-09-17 08:00:00,3,45,6.67
865,1,Cardiology,1,2025-09-18 08:00:00,9,37,24.32
866,2,Oncology,1,2025-09-18 08:00:00,9,20,45.0
867,3,Orthopedics,1,2025-09-18 08:00:00,4,37,10.81
868,4,Pediatrics,1,2025-09-18 08:00:00,4,30,13.33
869,5,Emergency,1,2025-09-18 08:00:00,2,62,3.23
870,6,General Medicine,1,2025-09-18 08:00:00,2,62,3.23
871,7,Cardiology,2,2025-09-18 08:00:00,2,30,6.67
872,8,Oncology,2,2025-09-18 08:00:00,11,16,68.75
873,9,Orthopedics,2,2025-09-18 08:00:00,2,30,6.67
874,10,Pediatrics,2,2025-09-18 08:00:00,6,24,25.0
875,11,Emergency,2,2025-09-18 08:00:00,0,50,0.0
876,12,General Medicine,2,2025-09-18 08:00:00,3,50,6.0
877,13,Cardiology,3,2025-09-18 08:00:00,5,27,18.52
878,14,Oncology,3,2025-09-18 08:00:00,6,14,42.86
879,15,Orthopedics,3,2025-09-18 08:00:00,3,27,11.11
880,16,Pediatrics,3,2025-09-18 08:00:00,1,21,4.76
881,17,Emergency,3,2025-09-18 08:00:00,1,45,2.22
882,18,General Medicine,3,2025-09-18 08:00:00,3,45,6.67
883,1,Cardiology,1,2025-09-19 08:00:00,12,37,32.43
884,2,Oncology,1,2025-09-19 08:00:00,10,20,50.0
885,3,Orthopedics,1,2025-09-19 08:00:00,4,37,10.81
886,4,Pediatrics,1,2025-09-19 08:00:00,4,30,13.33
887,5,Emergency,1,2025-09-19 08:00:00,3,62,4.84
888,6,General Medicine,1,2025-09-19 08:00:00,2,62,3.23
889,7,Cardiology,2,2025-09-19 08:00:00,2,30,6.67
890,8,Oncology,2,2025-09-19 08:00:00,10,16,62.5
891,9,Orthopedics,2,2025-09-19 08:00:00,2,30,6.67
892,10,Pediatrics,2,2025-09-19 08:00:00,6,24,25.0
893,11,Emergency,2,2025-09-19 08:00:00,0,50,0.0
894,12,General Medicine,2,2025-09-19 08:00:00,3,50,6.0
895,13,Cardiology,3,2025-09-19 08:00:00,5,27,18.52
896,14,Oncology,3,2025-09-19 08:00:00,5,14,35.71
897,15,Orthopedics,3,2025-09-19 08:00:00,5,27,18.52
898,16,Pediatrics,3,2025-09-19 08:00:00,2,21,9.52
899,17,Emergency,3,2025-09-19 08:00:00,1,45,2.22
900,18,General Medicine,3,2025-09-19 08:00:00,3,45,6.67
901,1,Cardiology,1,2025-09-20 08:00:00,13,37,35.14
902,2,Oncology,1,2025-09-20 08:00:00,8,20,40.0
903,3,Orthopedics,1,2025-09-20 08:00:00,1,37,2.7
904,4,Pediatrics,1,2025-09-20 08:00:00,7,30,23.33
905,5,Emergency,1,2025-09-20 08:00:00,2,62,3.23
906,6,General Medicine,1,2025-09-20 08:00:00,2,62,3.23
907,7,Cardiology,2,2025-09-20 08:00:00,5,30,16.67
908,8,Oncology,2,2025-09-20 08:00:00,11,16,68.75
909,9,Orthopedics,2,2025-09-20 08:00:00,1,30,3.33
910,10,Pediatrics,2,2025-09-20 08:00:00,6,24,25.0
911,11,Emergency,2,2025-09-20 08:00:00,0,50,0.0
912,12,General Medicine,2,2025-09-20 08:00:00,2,50,4.0
913,13,Cardiology,3,2025-09-20 08:00:00,4,27,14.81
914,14,Oncology,3,2025-09-20 08:00:00,5,14,35.71
915,15,Orthopedics,3,2025-09-20 08:00:00,6,27,22.22
916,16,Pediatrics,3,2025-09-20 08:00:00,3,21,14.29
917,17,Emergency,3,2025-09-20 08:00:00,1,45,2.22
918,18,General Medicine,3,2025-09-20 08:00:00,2,45,4.44
919,1,Cardiology,1,2025-09-21 08:00:00,14,37,37.84
920,2,Oncology,1,2025-09-21 08:00:00,7,20,35.0
921,3,Orthopedics,1,2025-09-21 08:00:00,1,37,2.7
922,4,Pediatrics,1,2025-09-21 08:00:00,10,30,33.33
923,5,Emergency,1,2025-09-21 08:00:00,2,62,3.23
924,6,General Medicine,1,2025-09-21 08:00:00,1,62,1.61
925,7,Cardiology,2,2025-09-21 08:00:00,6,30,20.0
926,8,Oncology,2,2025-09-21 08:00:00,12,16,75.0
927,9,Orthopedics,2,2025-09-21 08:00:00,2,30,6.67
928,10,Pediatrics,2,2025-09-21 08:00:00,5,24,20.83
929,11,Emergency,2,2025-09-21 08:00:00,0,50,0.0
930,12,General Medicine,2,2025-09-21 08:00:00,3,50,6.0
931,13,Cardiology,3,2025-09-21 08:00:00,4,27,14.81
932,14,Oncology,3,2025-09-21 08:00:00,6,14,42.86
933,15,Orthopedics,3,2025-09-21 08:00:00,6,27,22.22
934,16,Pediatrics,3,2025-09-21 08:00:00,5,21,23.81
935,17,Emergency,3,2025-09-21 08:00:00,2,45,4.44
936,18,General Medicine,3,2025-09-21 08:00:00,2,45,4.44
937,1,Cardiology,1,2025-09-22 08:00:00,15,37,40.54
938,2,Oncology,1,2025-09-22 08:00:00,6,20,30.0
939,3,Orthopedics,1,2025-09-22 08:00:00,1,37,2.7
940,4,Pediatrics,1,2025-09-22 08:00:00,10,30,33.33
941,5,Emergency,1,2025-09-22 08:00:00,1,62,1.61
942,6,General Medicine,1,2025-09-22 08:00:00,1,62,1.61
943,7,Cardiology,2,2025-09-22 08:00:00,8,30,26.67
944,8,Oncology,2,2025-09-22 08:00:00,11,16,68.75
945,9,Orthopedics,2,2025-09-22 08:00:00,3,30,10.0
946,10,Pediatrics,2,2025-09-22 08:00:00,5,24,20.83
947,11,Emergency,2,2025-09-22 08:00:00,2,50,4.0
948,12,General Medicine,2,2025-09-22 08:00:00,4,50,8.0
949,13,Cardiology,3,2025-09-22 08:00:00,4,27,14.81
950,14,Oncology,3,2025-09-22 08:00:00,7,14,50.0
951,15,Orthopedics,3,2025-09-22 08:00:00,6,27,22.22
952,16,Pediatrics,3,2025-09-22 08:00:00,4,21,19.05
953,17,Emergency,3,2025-09-22 08:00:00,3,45,6.67
954,18,General Medicine,3,2025-09-22 08:00:00,2,45,4.44
955,1,Cardiology,1,2025-09-23 08:00:00,15,37,40.54
956,2,Oncology,1,2025-09-23 08:00:00,7,20,35.0
957,3,Orthopedics,1,2025-09-23 08:00:00,1,37,2.7
958,4,Pediatrics,1,2025-09-23 08:00:00,9,30,30.0
959,5,Emergency,1,2025-09-23 08:00:00,1,62,1.61
960,6,General Medicine,1,2025-09-23 08:00:00,1,62,1.61
961,7,Cardiology,2,2025-09-23 08:00:00,9,30,30.0
962,8,Oncology,2,2025-09-23 08:00:00,10,16,62.5
963,9,Orthopedics,2,2025-09-23 08:00:00,4,30,13.33
964,10,Pediatrics,2,2025-09-23 08:00:00,4,24,16.67
965,11,Emergency,2,2025-09-23 08:00:00,2,50,4.0
966,12,General Medicine,2,2025-09-23 08:00:00,3,50,6.0
967,13,Cardiology,3,2025-09-23 08:00:00,2,27,7.41
968,14,Oncology,3,2025-09-23 08:00:00,7,14,50.0
969,15,Orthopedics,3,2025-09-23 08:00:00,6,27,22.22
970,16,Pediatrics,3,2025-09-23 08:00:00,5,21,23.81
971,17,Emergency,3,2025-09-23 08:00:00,2,45,4.44
972,18,General Medicine,3,2025-09-23 08:00:00,3,45,6.67
973,1,Cardiology,1,2025-09-24 08:00:00,14,37,37.84
974,2,Oncology,1,2025-09-24 08:00:00,8,20,40.0
975,3,Orthopedics,1,2025-09-24 08:00:00,0,37,0.0
976,4,Pediatrics,1,2025-09-24 08:00:00,6,30,20.0
977,5,Emergency,1,2025-09-24 08:00:00,2,62,3.23
978,6,General Medicine,1,2025-09-24 08:00:00,1,62,1.61
979,7,Cardiology,2,2025-09-24 08:00:00,11,30,36.67
980,8,Oncology,2,2025-09-24 08:00:00,8,16,50.0
981,9,Orthopedics,2,2025-09-24 08:00:00,4,30,13.33
982,10,Pediatrics,2,2025-09-24 08:00:00,2,24,8.33
983,11,Emergency,2,2025-09-24 08:00:00,1,50,2.0
984,12,General Medicine,2,2025-09-24 08:00:00,4,50,8.0
985,13,Cardiology,3,2025-09-24 08:00:00,5,27,18.52
986,14,Oncology,3,2025-09-24 08:00:00,8,14,57.14
987,15,Orthopedics,3,2025-09-24 08:00:00,3,27,11.11
988,16,Pediatrics,3,2025-09-24 08:00:00,2,21,9.52
989,17,Emergency,3,2025-09-24 08:00:00,1,45,2.22
990,18,General Medicine,3,2025-09-24 08:00:00,3,45,6.67
991,1,Cardiology,1,2025-09-25 08:00:00,11,37,29.73
992,2,Oncology,1,2025-09-25 08:00:00,9,20,45.0
993,3,Orthopedics,1,2025-09-25 08:00:00,0,37,0.0
994,4,Pediatrics,1,2025-09-25 08:00:00,6,30,20.0
995,5,Emergency,1,2025-09-25 08:00:00,1,62,1.61
996,6,General Medicine,1,2025-09-25 08:00:00,0,62,0.0
997,7,Cardiology,2,2025-09-25 08:00:00,11,30,36.67
998,8,Oncology,2,2025-09-25 08:00:00,11,16,68.75
999,9,Orthopedics,2,2025-09-25 08:00:00,8,30,26.67
1000,10,Pediatrics,2,2025-09-25 08:00:00,6,24,25.0
1001,11,Emergency,2,2025-09-25 08:00:00,1,50,2.0
1002,12,General Medicine,2,2025-09-25 08:00:00,3,50,6.0
1003,13,Cardiology,3,2025-09-25 08:00:00,6,27,22.22
1004,14,Oncology,3,2025-09-25 08:00:00,9,14,64.29
1005,15,Orthopedics,3,2025-09-25 08:00:00,3,27,11.11
1006,16,Pediatrics,3,2025-09-25 08:00:00,4,21,19.05
1007,17,Emergency,3,2025-09-25 08:00:00,0,45,0.0
1008,18,General Medicine,3,2025-09-25 08:00:00,2,45,4.44
1009,1,Cardiology,1,2025-09-26 08:00:00,8,37,21.62
1010,2,Oncology,1,2025-09-26 08:00:00,8,20,40.0
1011,3,Orthopedics,1,2025-09-26 08:00:00,1,37,2.7
1012,4,Pediatrics,1,2025-09-26 08:00:00,8,30,26.67
1013,5,Emergency,1,2025-09-26 08:00:00,2,62,3.23
1014,6,General Medicine,1,2025-09-26 08:00:00,1,62,1.61
1015,7,Cardiology,2,2025-09-26 08:00:00,10,30,33.33
1016,8,Oncology,2,2025-09-26 08:00:00,12,16,75.0
1017,9,Orthopedics,2,2025-09-26 08:00:00,5,30,16.67
1018,10,Pediatrics,2,2025-09-26 08:00:00,6,24,25.0
1019,11,Emergency,2,2025-09-26 08:00:00,0,50,0.0
1020,12,General Medicine,2,2025-09-26 08:00:00,2,50,4.0
1021,13,Cardiology,3,2025-09-26 08:00:00,5,27,18.52
1022,14,Oncology,3,2025-09-26 08:00:00,9,14,64.29
1023,15,Orthopedics,3,2025-09-26 08:00:00,3,27,11.11
1024,16,Pediatrics,3,2025-09-26 08:00:00,4,21,19.05
1025,17,Emergency,3,2025-09-26 08:00:00,0,45,0.0
1026,18,General Medicine,3,2025-09-26 08:00:00,3,45,6.67
1027,1,Cardiology,1,2025-09-27 08:00:00,8,37,21.62
1028,2,Oncology,1,2025-09-27 08:00:00,11,20,55.0
1029,3,Orthopedics,1,2025-09-27 08:00:00,4,37,10.81
1030,4,Pediatrics,1,2025-09-27 08:00:00,7,30,23.33
1031,5,Emergency,1,2025-09-27 08:00:00,1,62,1.61
1032,6,General Medicine,1,2025-09-27 08:00:00,1,62,1.61
1033,7,Cardiology,2,2025-09-27 08:00:00,9,30,30.0
1034,8,Oncology,2,2025-09-27 08:00:00,11,16,68.75
1035,9,Orthopedics,2,2025-09-27 08:00:00,6,30,20.0
1036,10,Pediatrics,2,2025-09-27 08:00:00,9,24,37.5
1037,11,Emergency,2,2025-09-27 08:00:00,0,50,0.0
1038,12,General Medicine,2,2025-09-27 08:00:00,3,50,6.0
1039,13,Cardiology,3,2025-09-27 08:00:00,6,27,22.22
1040,14,Oncology,3,2025-09-27 08:00:00,9,14,64.29
1041,15,Orthopedics,3,2025-09-27 08:00:00,2,27,7.41
1042,16,Pediatrics,3,2025-09-27 08:00:00,3,21,14.29
1043,17,Emergency,3,2025-09-27 08:00:00,1,45,2.22
1044,18,General Medicine,3,2025-09-27 08:00:00,3,45,6.67
1045,1,Cardiology,1,2025-09-28 08:00:00,5,37,13.51
1046,2,Oncology,1,2025-09-28 08:00:00,11,20,55.0
1047,3,Orthopedics,1,2025-09-28 08:00:00,7,37,18.92
1048,4,Pediatrics,1,2025-09-28 08:00:00,8,30,26.67
1049,5,Emergency,1,2025-09-28 08:00:00,0,62,0.0
1050,6,General Medicine,1,2025-09-28 08:00:00,5,62,8.06
1051,7,Cardiology,2,2025-09-28 08:00:00,10,30,33.33
1052,8,Oncology,2,2025-09-28 08:00:00,9,16,56.25
1053,9,Orthopedics,2,2025-09-28 08:00:00,5,30,16.67
1054,10,Pediatrics,2,2025-09-28 08:00:00,10,24,41.67
1055,11,Emergency,2,2025-09-28 08:00:00,0,50,0.0
1056,12,General Medicine,2,2025-09-28 08:00:00,1,50,2.0
1057,13,Cardiology,3,2025-09-28 08:00:00,7,27,25.93
1058,14,Oncology,3,2025-09-28 08:00:00,9,14,64.29
1059,15,Orthopedics,3,2025-09-28 08:00:00,1,27,3.7
1060,16,Pediatrics,3,2025-09-28 08:00:00,4,21,19.05
1061,17,Emergency,3,2025-09-28 08:00:00,1,45,2.22
1062,18,General Medicine,3,2025-09-28 08:00:00,3,45,6.67
1063,1,Cardiology,1,2025-09-29 08:00:00,6,37,16.22
1064,2,Oncology,1,2025-09-29 08:00:00,13,20,65.0
1065,3,Orthopedics,1,2025-09-29 08:00:00,8,37,21.62
1066,4,Pediatrics,1,2025-09-29 08:00:00,6,30,20.0
1067,5,Emergency,1,2025-09-29 08:00:00,1,62,1.61
1068,6,General Medicine,1,2025-09-29 08:00:00,7,62,11.29
1069,7,Cardiology,2,2025-09-29 08:00:00,10,30,33.33
1070,8,Oncology,2,2025-09-29 08:00:00,9,16,56.25
1071,9,Orthopedics,2,2025-09-29 08:00:00,4,30,13.33
1072,10,Pediatrics,2,2025-09-29 08:00:00,7,24,29.17
1073,11,Emergency,2,2025-09-29 08:00:00,0,50,0.0
1074,12,General Medicine,2,2025-09-29 08:00:00,3,50,6.0
1075,13,Cardiology,3,2025-09-29 08:00:00,5,27,18.52
1076,14,Oncology,3,2025-09-29 08:00:00,10,14,71.43
1077,15,Orthopedics,3,2025-09-29 08:00:00,1,27,3.7
1078,16,Pediatrics,3,2025-09-29 08:00:00,7,21,33.33
1079,17,Emergency,3,2025-09-29 08:00:00,1,45,2.22
1080,18,General Medicine,3,2025-09-29 08:00:00,3,45,6.67
1081,1,Cardiology,1,2025-09-30 08:00:00,7,37,18.92
1082,2,Oncology,1,2025-09-30 08:00:00,14,20,70.0
1083,3,Orthopedics,1,2025-09-30 08:00:00,8,37,21.62
1084,4,Pediatrics,1,2025-09-30 08:00:00,7,30,23.33
1085,5,Emergency,1,2025-09-30 08:00:00,1,62,1.61
1086,6,General Medicine,1,2025-09-30 08:00:00,7,62,11.29
1087,7,Cardiology,2,2025-09-30 08:00:00,10,30,33.33
1088,8,Oncology,2,2025-09-30 08:00:00,10,16,62.5
1089,9,Orthopedics,2,2025-09-30 08:00:00,2,30,6.67
1090,10,Pediatrics,2,2025-09-30 08:00:00,2,24,8.33
1091,11,Emergency,2,2025-09-30 08:00:00,1,50,2.0
1092,12,General Medicine,2,2025-09-30 08:00:00,3,50,6.0
1093,13,Cardiology,3,2025-09-30 08:00:00,4,27,14.81
1094,14,Oncology,3,2025-09-30 08:00:00,10,14,71.43
1095,15,Orthopedics,3,2025-09-30 08:00:00,1,27,3.7
1096,16,Pediatrics,3,2025-09-30 08:00:00,7,21,33.33
1097,17,Emergency,3,2025-09-30 08:00:00,1,45,2.22
1098,18,General Medicine,3,2025-09-30 08:00:00,2,45,4.44
1099,1,Cardiology,1,2025-10-01 08:00:00,6,37,16.22
1100,2,Oncology,1,2025-10-01 08:00:00,13,20,65.0
1101,3,Orthopedics,1,2025-10-01 08:00:00,7,37,18.92
1102,4,Pediatrics,1,2025-10-01 08:00:00,8,30,26.67
1103,5,Emergency,1,2025-10-01 08:00:00,0,62,0.0
1104,6,General Medicine,1,2025-10-01 08:00:00,8,62,12.9
1105,7,Cardiology,2,2025-10-01 08:00:00,7,30,23.33
1106,8,Oncology,2,2025-10-01 08:00:00,8,16,50.0
1107,9,Orthopedics,2,2025-10-01 08:00:00,1,30,3.33
1108,10,Pediatrics,2,2025-10-01 08:00:00,1,24,4.17
1109,11,Emergency,2,2025-10-01 08:00:00,1,50,2.0
1110,12,General Medicine,2,2025-10-01 08:00:00,4,50,8.0
1111,13,Cardiology,3,2025-10-01 08:00:00,5,27,18.52
1112,14,Oncology,3,2025-10-01 08:00:00,8,14,57.14
1113,15,Orthopedics,3,2025-10-01 08:00:00,1,27,3.7
1114,16,Pediatrics,3,2025-10-01 08:00:00,4,21,19.05
1115,17,Emergency,3,2025-10-01 08:00:00,3,45,6.67
1116,18,General Medicine,3,2025-10-01 08:00:00,1,45,2.22
1117,1,Cardiology,1,2025-10-02 08:00:00,7,37,18.92
1118,2,Oncology,1,2025-10-02 08:00:00,13,20,65.0
1119,3,Orthopedics,1,2025-10-02 08:00:00,5,37,13.51
1120,4,Pediatrics,1,2025-10-02 08:00:00,7,30,23.33
1121,5,Emergency,1,2025-10-02 08:00:00,2,62,3.23
1122,6,General Medicine,1,2025-10-02 08:00:00,7,62,11.29
1123,7,Cardiology,2,2025-10-02 08:00:00,7,30,23.33
1124,8,Oncology,2,2025-10-02 08:00:00,7,16,43.75
1125,9,Orthopedics,2,2025-10-02 08:00:00,2,30,6.67
1126,10,Pediatrics,2,2025-10-02 08:00:00,1,24,4.17
1127,11,Emergency,2,2025-10-02 08:00:00,1,50,2.0
1128,12,General Medicine,2,2025-10-02 08:00:00,4,50,8.0
1129,13,Cardiology,3,2025-10-02 08:00:00,7,27,25.93
1130,14,Oncology,3,2025-10-02 08:00:00,6,14,42.86
1131,15,Orthopedics,3,2025-10-02 08:00:00,3,27,11.11
1132,16,Pediatrics,3,2025-10-02 08:00:00,7,21,33.33
1133,17,Emergency,3,2025-10-02 08:00:00,4,45,8.89
1134,18,General Medicine,3,2025-10-02 08:00:00,0,45,0.0
1135,1,Cardiology,1,2025-10-03 08:00:00,7,37,18.92
1136,2,Oncology,1,2025-10-03 08:00:00,13,20,65.0
1137,3,Orthopedics,1,2025-10-03 08:00:00,4,37,10.81
1138,4,Pediatrics,1,2025-10-03 08:00:00,6,30,20.0
1139,5,Emergency,1,2025-10-03 08:00:00,1,62,1.61
1140,6,General Medicine,1,2025-10-03 08:00:00,5,62,8.06
1141,7,Cardiology,2,2025-10-03 08:00:00,6,30,20.0
1142,8,Oncology,2,2025-10-03 08:00:00,10,16,62.5
1143,9,Orthopedics,2,2025-10-03 08:00:00,2,30,6.67
1144,10,Pediatrics,2,2025-10-03 08:00:00,0,24,0.0
1145,11,Emergency,2,2025-10-03 08:00:00,0,50,0.0
1146,12,General Medicine,2,2025-10-03 08:00:00,5,50,10.0
1147,13,Cardiology,3,2025-10-03 08:00:00,7,27,25.93
1148,14,Oncology,3,2025-10-03 08:00:00,4,14,28.57
1149,15,Orthopedics,3,2025-10-03 08:00:00,3,27,11.11
1150,16,Pediatrics,3,2025-10-03 08:00:00,5,21,23.81
1151,17,Emergency,3,2025-10-03 08:00:00,1,45,2.22
1152,18,General Medicine,3,2025-10-03 08:00:00,1,45,2.22
1153,1,Cardiology,1,2025-10-04 08:00:00,9,37,24.32
1154,2,Oncology,1,2025-10-04 08:00:00,14,20,70.0
1155,3,Orthopedics,1,2025-10-04 08:00:00,5,37,13.51
1156,4,Pediatrics,1,2025-10-04 08:00:00,7,30,23.33
1157,5,Emergency,1,2025-10-04 08:00:00,0,62,0.0
1158,6,General Medicine,1,2025-10-04 08:00:00,4,62,6.45
1159,7,Cardiology,2,2025-10-04 08:00:00,6,30,20.0
1160,8,Oncology,2,2025-10-04 08:00:00,10,16,62.5
1161,9,Orthopedics,2,2025-10-04 08:00:00,3,30,10.0
1162,10,Pediatrics,2,2025-10-04 08:00:00,2,24,8.33
1163,11,Emergency,2,2025-10-04 08:00:00,2,50,4.0
1164,12,General Medicine,2,2025-10-04 08:00:00,5,50,10.0
1165,13,Cardiology,3,2025-10-04 08:00:00,9,27,33.33
1166,14,Oncology,3,2025-10-04 08:00:00,2,14,14.29
1167,15,Orthopedics,3,2025-10-04 08:00:00,3,27,11.11
1168,16,Pediatrics,3,2025-10-04 08:00:00,5,21,23.81
1169,17,Emergency,3,2025-10-04 08:00:00,1,45,2.22
1170,18,General Medicine,3,2025-10-04 08:00:00,2,45,4.44
1171,1,Cardiology,1,2025-10-05 08:00:00,9,37,24.32
1172,2,Oncology,1,2025-10-05 08:00:00,12,20,60.0
1173,3,Orthopedics,1,2025-10-05 08:00:00,5,37,13.51
1174,4,Pediatrics,1,2025-10-05 08:00:00,5,30,16.67
1175,5,Emergency,1,2025-10-05 08:00:00,1,62,1.61
1176,6,General Medicine,1,2025-10-05 08:00:00,5,62,8.06
1177,7,Cardiology,2,2025-10-05 08:00:00,4,30,13.33
1178,8,Oncology,2,2025-10-05 08:00:00,10,16,62.5
1179,9,Orthopedics,2,2025-10-05 08:00:00,4,30,13.33
1180,10,Pediatrics,2,2025-10-05 08:00:00,4,24,16.67
1181,11,Emergency,2,2025-10-05 08:00:00,2,50,4.0
1182,12,General Medicine,2,2025-10-05 08:00:00,4,50,8.0
1183,13,Cardiology,3,2025-10-05 08:00:00,13,27,48.15
1184,14,Oncology,3,2025-10-05 08:00:00,2,14,14.29
1185,15,Orthopedics,3,2025-10-05 08:00:00,3,27,11.11
1186,16,Pediatrics,3,2025-10-05 08:00:00,5,21,23.81
1187,17,Emergency,3,2025-10-05 08:00:00,2,45,4.44
1188,18,General Medicine,3,2025-10-05 08:00:00,3,45,6.67
1189,1,Cardiology,1,2025-10-06 08:00:00,7,37,18.92
1190,2,Oncology,1,2025-10-06 08:00:00,9,20,45.0
1191,3,Orthopedics,1,2025-10-06 08:00:00,4,37,10.81
1192,4,Pediatrics,1,2025-10-06 08:00:00,7,30,23.33
1193,5,Emergency,1,2025-10-06 08:00:00,1,62,1.61
1194,6,General Medicine,1,2025-10-06 08:00:00,3,62,4.84
1195,7,Cardiology,2,2025-10-06 08:00:00,4,30,13.33
1196,8,Oncology,2,2025-10-06 08:00:00,8,16,50.0
1197,9,Orthopedics,2,2025-10-06 08:00:00,3,30,10.0
1198,10,Pediatrics,2,2025-10-06 08:00:00,5,24,20.83
1199,11,Emergency,2,2025-10-06 08:00:00,3,50,6.0
1200,12,General Medicine,2,2025-10-06 08:00:00,5,50,10.0
1201,13,Cardiology,3,2025-10-06 08:00:00,12,27,44.44
1202,14,Oncology,3,2025-10-06 08:00:00,2,14,14.29
1203,15,Orthopedics,3,2025-10-06 08:00:00,3,27,11.11
1204,16,Pediatrics,3,2025-10-06 08:00:00,3,21,14.29
1205,17,Emergency,3,2025-10-06 08:00:00,2,45,4.44
1206,18,General Medicine,3,2025-10-06 08:00:00,3,45,6.67
1207,1,Cardiology,1,2025-10-07 08:00:00,9,37,24.32
1208,2,Oncology,1,2025-10-07 08:00:00,8,20,40.0
1209,3,Orthopedics,1,2025-10-07 08:00:00,4,37,10.81
1210,4,Pediatrics,1,2025-10-07 08:00:00,8,30,26.67
1211,5,Emergency,1,2025-10-07 08:00:00,2,62,3.23
1212,6,General Medicine,1,2025-10-07 08:00:00,3,62,4.84
1213,7,Cardiology,2,2025-10-07 08:00:00,9,30,30.0
1214,8,Oncology,2,2025-10-07 08:00:00,7,16,43.75
1215,9,Orthopedics,2,2025-10-07 08:00:00,3,30,10.0
1216,10,Pediatrics,2,2025-10-07 08:00:00,6,24,25.0
1217,11,Emergency,2,2025-10-07 08:00:00,3,50,6.0
1218,12,General Medicine,2,2025-10-07 08:00:00,4,50,8.0
1219,13,Cardiology,3,2025-10-07 08:00:00,11,27,40.74
1220,14,Oncology,3,2025-10-07 08:00:00,2,14,14.29
1221,15,Orthopedics,3,2025-10-07 08:00:00,3,27,11.11
1222,16,Pediatrics,3,2025-10-07 08:00:00,3,21,14.29
1223,17,Emergency,3,2025-10-07 08:00:00,0,45,0.0
1224,18,General Medicine,3,2025-10-07 08:00:00,3,45,6.67
1225,1,Cardiology,1,2025-10-08 08:00:00,12,37,32.43
1226,2,Oncology,1,2025-10-08 08:00:00,6,20,30.0
1227,3,Orthopedics,1,2025-10-08 08:00:00,2,37,5.41
1228,4,Pediatrics,1,2025-10-08 08:00:00,8,30,26.67
1229,5,Emergency,1,2025-10-08 08:00:00,1,62,1.61
1230,6,General Medicine,1,2025-10-08 08:00:00,2,62,3.23
1231,7,Cardiology,2,2025-10-08 08:00:00,10,30,33.33
1232,8,Oncology,2,2025-10-08 08:00:00,4,16,25.0
1233,9,Orthopedics,2,2025-10-08 08:00:00,3,30,10.0
1234,10,Pediatrics,2,2025-10-08 08:00:00,6,24,25.0
1235,11,Emergency,2,2025-10-08 08:00:00,0,50,0.0
1236,12,General Medicine,2,2025-10-08 08:00:00,2,50,4.0
1237,13,Cardiology,3,2025-10-08 08:00:00,9,27,33.33
1238,14,Oncology,3,2025-10-08 08:00:00,2,14,14.29
1239,15,Orthopedics,3,2025-10-08 08:00:00,4,27,14.81
1240,16,Pediatrics,3,2025-10-08 08:00:00,4,21,19.05
1241,17,Emergency,3,2025-10-08 08:00:00,0,45,0.0
1242,18,General Medicine,3,2025-10-08 08:00:00,3,45,6.67
1243,1,Cardiology,1,2025-10-09 08:00:00,14,37,37.84
1244,2,Oncology,1,2025-10-09 08:00:00,4,20,20.0
1245,3,Orthopedics,1,2025-10-09 08:00:00,0,37,0.0
1246,4,Pediatrics,1,2025-10-09 08:00:00,9,30,30.0
1247,5,Emergency,1,2025-10-09 08:00:00,3,62,4.84
1248,6,General Medicine,1,2025-10-09 08:00:00,1,62,1.61
1249,7,Cardiology,2,2025-10-09 08:00:00,12,30,40.0
1250,8,Oncology,2,2025-10-09 08:00:00,4,16,25.0
1251,9,Orthopedics,2,2025-10-09 08:00:00,1,30,3.33
1252,10,Pediatrics,2,2025-10-09 08:00:00,5,24,20.83
1253,11,Emergency,2,2025-10-09 08:00:00,0,50,0.0
1254,12,General Medicine,2,2025-10-09 08:00:00,1,50,2.0
1255,13,Cardiology,3,2025-10-09 08:00:00,8,27,29.63
1256,14,Oncology,3,2025-10-09 08:00:00,3,14,21.43
1257,15,Orthopedics,3,2025-10-09 08:00:00,3,27,11.11
